CTK8H2321,BBB permeant,1,No
CTK8H2321,CYP1A2 inhibitor,3,No
CTK8H2321,CYP2C19 inhibitor,3,No
CTK8H2321,CYP2C9 inhibitor,3,No
CTK8H2321,CYP2D6 inhibitor,3,No
CTK8H2321,CYP3A4 inhibitor,3,No
